Store,Dept,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,IsHoliday,Type,Size
44,8,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,9,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,10,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,11,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,12,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,13,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,14,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,16,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,17,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,18,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,21,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,25,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,28,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,32,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,38,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,40,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,42,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,46,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,52,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,55,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,59,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,60,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,67,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,72,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,74,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,79,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,80,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,81,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,82,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,83,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,85,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,87,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,90,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,91,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,92,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,93,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,94,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,95,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,96,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,97,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,98,2010-11-05,49.96,2.831,,,,,,126.4912903,False,C,39910
44,1,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,2,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,3,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,4,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,5,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,6,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,7,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,8,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,9,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,10,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,11,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,12,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,13,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,14,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,16,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,17,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,18,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,21,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,23,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,25,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,28,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,31,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,32,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,38,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,40,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,42,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,46,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,52,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,59,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,60,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,67,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,72,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,74,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,79,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,80,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,81,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,82,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,83,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,85,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,87,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,90,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,91,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,92,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,93,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,94,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,95,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,96,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,97,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,98,2010-11-12,42.55,2.831,,,,,,126.5461613,False,C,39910
44,1,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,2,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,3,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,4,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,5,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,6,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,7,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,8,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,9,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,10,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,11,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,12,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,13,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,14,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,16,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,17,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,18,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,21,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,25,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,28,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,32,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,38,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,40,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,42,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,46,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,52,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,59,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,60,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,67,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,72,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,74,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,79,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,80,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,81,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,82,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,83,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,85,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,87,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,90,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,91,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,92,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,93,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,94,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,95,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,96,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,97,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,98,2010-11-19,42.0,2.842,,,,,,126.6072,False,C,39910
44,1,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,2,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,3,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,4,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,5,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,6,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,7,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,8,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,9,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,10,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,11,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,12,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,13,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,14,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,16,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,17,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,18,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,21,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,23,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,25,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,28,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,31,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,32,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,38,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,40,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,42,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,46,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,52,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,56,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,59,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,60,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,67,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,72,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,74,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,79,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,80,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,81,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,82,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,83,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,85,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,87,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,90,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,91,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,92,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,93,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,94,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,95,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,96,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,97,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,98,2010-11-26,28.22,2.83,,,,,,126.6692667,True,C,39910
44,1,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,2,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,3,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,4,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,5,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,6,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,7,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,8,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,9,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,10,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,11,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,12,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,13,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,14,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,16,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,17,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,18,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,21,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,25,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,28,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,32,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,38,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,40,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,42,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,44,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,46,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,52,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,56,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,59,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,60,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,67,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,72,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,74,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,79,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,80,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,81,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,82,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,83,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,85,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,87,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,90,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,91,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,92,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,93,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,94,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,95,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,96,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,97,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,98,2010-12-03,25.8,2.812,,,,,,126.7313333,False,C,39910
44,1,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,2,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,3,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,4,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,5,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,6,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,7,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,8,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,9,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,10,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,11,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,12,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,13,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,14,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,16,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,17,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,18,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,21,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,25,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,28,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,32,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,38,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,40,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,42,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,46,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,52,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,56,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,59,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,60,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,67,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,72,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,74,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,79,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,80,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,81,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,82,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,83,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,85,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,87,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,90,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,91,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,92,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,93,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,94,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,95,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,96,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,97,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,98,2010-12-10,36.78,2.817,,,,,,126.7934,False,C,39910
44,1,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,2,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,3,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,4,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,5,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,6,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,7,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,8,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,9,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,10,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,11,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,12,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,13,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,14,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,16,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,17,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,18,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,21,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,25,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,28,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,31,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,32,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,38,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,40,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,42,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,46,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,52,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,56,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,59,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,60,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,67,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,72,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,74,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,79,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,80,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,81,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,82,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,83,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,85,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,87,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,90,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,91,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,92,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,93,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,94,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,95,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,96,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,97,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,98,2010-12-17,35.21,2.842,,,,,,126.8794839,False,C,39910
44,1,2010-12-24,34.9,2.846,,,,,,126.9835806,False,C,39910
44,2,2010-12-24,34.9,2.846,,,,,,126.9835806,False,C,39910
44,3,2010-12-24,34.9,2.846,,,,,,126.9835806,False,C,39910
44,4,2010-12-24,34.9,2.846,,,,,,126.9835806,False,C,39910
44,5,2010-12-24,34.9,2.846,,,,,,126.9835806,False,C,39910
44,6,2010-12-24,34.9,2.846,,,,,,126.9835806,False,C,39910
44,7,2010-12-24,34.9,2.846,,,,,,126.9835806,False,C,39910
44,8,2010-12-24,34.9,2.846,,,,,,126.9835806,False,C,39910
44,9,2010-12-24,34.9,2.846,,,,,,126.9835806,False,C,39910
44,10,2010-12-24,34.9,2.846,,,,,,126.9835806,False,C,39910
44,11,2010-12-24,34.9,2.846,,,,,,126.9835806,False,C,39910
