Dept,MarkDown1,MarkDown3,Fuel_Price,MarkDown2,CPI,Temperature,Unemployment,Date,MarkDown4,MarkDown5,IsHoliday,Type,Size,Store
9,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
10,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
11,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
12,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
13,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
14,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
16,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
17,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
18,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
19,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
20,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
21,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
22,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
23,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
24,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
25,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
26,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
27,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
28,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
29,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
30,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
31,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
32,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
33,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
34,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
35,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
36,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
38,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
40,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
41,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
42,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
44,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
46,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
47,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
49,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
50,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
51,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
52,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
54,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
55,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
56,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
58,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
59,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
60,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
67,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
71,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
72,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
74,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
79,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
80,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
81,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
82,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
83,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
85,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
87,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
90,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
91,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
92,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
93,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
94,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
95,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
97,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
98,,,4.062,,185.9661154,62.28,8.521,2011-05-20,,,False,A,200898,14
1,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
2,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
3,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
4,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
5,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
6,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
7,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
8,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
9,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
10,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
11,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
12,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
13,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
14,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
16,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
17,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
18,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
19,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
20,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
21,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
22,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
23,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
24,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
25,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
26,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
27,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
28,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
29,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
30,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
31,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
32,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
33,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
34,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
35,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
36,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
38,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
40,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
41,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
42,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
44,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
46,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
49,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
50,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
51,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
52,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
54,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
55,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
56,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
58,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
59,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
60,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
67,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
71,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
72,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
74,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
78,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
79,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
80,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
81,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
82,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
83,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
85,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
87,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
90,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
91,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
92,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
93,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
94,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
95,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
97,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
98,,,3.985,,185.8603077,69.7,8.521,2011-05-27,,,False,A,200898,14
1,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
2,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
3,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
4,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
5,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
6,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
7,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
8,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
9,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
10,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
11,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
12,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
13,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
14,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
16,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
17,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
18,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
19,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
20,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
21,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
22,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
23,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
24,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
25,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
26,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
27,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
28,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
29,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
30,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
31,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
32,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
33,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
34,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
35,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
36,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
38,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
40,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
41,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
42,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
44,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
46,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
49,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
50,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
51,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
52,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
54,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
55,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
56,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
58,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
59,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
60,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
67,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
71,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
72,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
74,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
78,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
79,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
80,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
81,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
82,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
83,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
85,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
87,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
90,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
91,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
92,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
93,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
94,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
95,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
97,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
98,,,3.922,,185.7545,76.38,8.521,2011-06-03,,,False,A,200898,14
1,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
2,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
3,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
4,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
5,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
6,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
7,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
8,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
9,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
10,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
11,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
12,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
13,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
14,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
16,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
17,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
18,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
19,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
20,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
21,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
22,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
23,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
24,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
25,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
26,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
27,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
28,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
29,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
30,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
31,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
32,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
33,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
34,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
35,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
36,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
38,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
40,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
41,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
42,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
44,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
46,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
49,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
50,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
51,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
52,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
54,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
55,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
56,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
58,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
59,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
60,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
67,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
71,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
72,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
74,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
79,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
80,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
81,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
82,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
83,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
85,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
87,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
90,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
91,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
92,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
93,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
94,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
95,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
97,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
98,,,3.881,,185.6486923,73.88,8.521,2011-06-10,,,False,A,200898,14
1,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
2,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
3,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
4,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
5,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
6,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
7,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
8,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
9,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
10,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
11,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
12,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
13,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
14,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
16,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
17,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
18,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
19,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
20,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
21,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
