Store,Dept,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Size
14,90,2010-11-12,46.14,2.931,,,,,,182.9916129,8.724,False,200898
14,91,2010-11-12,46.14,2.931,,,,,,182.9916129,8.724,False,200898
14,92,2010-11-12,46.14,2.931,,,,,,182.9916129,8.724,False,200898
14,93,2010-11-12,46.14,2.931,,,,,,182.9916129,8.724,False,200898
14,94,2010-11-12,46.14,2.931,,,,,,182.9916129,8.724,False,200898
14,95,2010-11-12,46.14,2.931,,,,,,182.9916129,8.724,False,200898
14,97,2010-11-12,46.14,2.931,,,,,,182.9916129,8.724,False,200898
14,98,2010-11-12,46.14,2.931,,,,,,182.9916129,8.724,False,200898
14,1,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,2,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,3,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,4,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,5,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,6,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,7,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,8,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,9,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,10,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,11,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,12,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,13,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,14,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,16,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,17,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,18,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,19,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,20,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,21,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,22,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,23,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
