Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Type,Size
28,2011-05-27,76.67,4.087,,,,,,129.0623548,13.736,False,A,206302
28,2011-05-27,76.67,4.087,,,,,,129.0623548,13.736,False,A,206302
28,2011-05-27,76.67,4.087,,,,,,129.0623548,13.736,False,A,206302
28,2011-05-27,76.67,4.087,,,,,,129.0623548,13.736,False,A,206302
28,2011-05-27,76.67,4.087,,,,,,129.0623548,13.736,False,A,206302
28,2011-05-27,76.67,4.087,,,,,,129.0623548,13.736,False,A,206302
28,2011-05-27,76.67,4.087,,,,,,129.0623548,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-03,71.81,4.031,,,,,,129.0490323,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-10,78.72,3.981,,,,,,129.0357097,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-17,86.84,3.935,,,,,,129.0432,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-06-24,88.95,3.898,,,,,,129.0663,13.736,False,A,206302
28,2011-07-01,89.85,3.842,,,,,,129.0894,13.503,False,A,206302
28,2011-07-01,89.85,3.842,,,,,,129.0894,13.503,False,A,206302
28,2011-07-01,89.85,3.842,,,,,,129.0894,13.503,False,A,206302
28,2011-07-01,89.85,3.842,,,,,,129.0894,13.503,False,A,206302
28,2011-07-01,89.85,3.842,,,,,,129.0894,13.503,False,A,206302
28,2011-07-01,89.85,3.842,,,,,,129.0894,13.503,False,A,206302
28,2011-07-01,89.85,3.842,,,,,,129.0894,13.503,False,A,206302
28,2011-07-01,89.85,3.842,,,,,,129.0894,13.503,False,A,206302
28,2011-07-01,89.85,3.842,,,,,,129.0894,13.503,False,A,206302
28,2011-07-01,89.85,3.842,,,,,,129.0894,13.503,False,A,206302
28,2011-07-01,89.85,3.842,,,,,,129.0894,13.503,False,A,206302
28,2011-07-01,89.85,3.842,,,,,,129.0894,13.503,False,A,206302
28,2011-07-01,89.85,3.842,,,,,,129.0894,13.503,False,A,206302
28,2011-07-01,89.85,3.842,,,,,,129.0894,13.503,False,A,206302
28,2011-07-01,89.85,3.842,,,,,,129.0894,13.503,False,A,206302
28,2011-07-01,89.85,3.842,,,,,,129.0894,13.503,False,A,206302
28,2011-07-01,89.85,3.842,,,,,,129.0894,13.503,False,A,206302
28,2011-07-01,89.85,3.842,,,,,,129.0894,13.503,False,A,206302
28,2011-07-01,89.85,3.842,,,,,,129.0894,13.503,False,A,206302
28,2011-07-01,89.85,3.842,,,,,,129.0894,13.503,False,A,206302
28,2011-07-01,89.85,3.842,,,,,,129.0894,13.503,False,A,206302
28,2011-07-01,89.85,3.842,,,,,,129.0894,13.503,False,A,206302
28,2011-07-01,89.85,3.842,,,,,,129.0894,13.503,False,A,206302
28,2011-07-01,89.85,3.842,,,,,,129.0894,13.503,False,A,206302
28,2011-07-01,89.85,3.842,,,,,,129.0894,13.503,False,A,206302
28,2011-07-01,89.85,3.842,,,,,,129.0894,13.503,False,A,206302
