Store,Dept,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Type,Size
25,74,21.6,3.14,,,,,,204.6321194,7.484,False,B,128107
25,79,21.6,3.14,,,,,,204.6321194,7.484,False,B,128107
25,80,21.6,3.14,,,,,,204.6321194,7.484,False,B,128107
25,81,21.6,3.14,,,,,,204.6321194,7.484,False,B,128107
25,82,21.6,3.14,,,,,,204.6321194,7.484,False,B,128107
25,83,21.6,3.14,,,,,,204.6321194,7.484,False,B,128107
25,85,21.6,3.14,,,,,,204.6321194,7.484,False,B,128107
25,87,21.6,3.14,,,,,,204.6321194,7.484,False,B,128107
25,90,21.6,3.14,,,,,,204.6321194,7.484,False,B,128107
25,91,21.6,3.14,,,,,,204.6321194,7.484,False,B,128107
25,92,21.6,3.14,,,,,,204.6321194,7.484,False,B,128107
25,93,21.6,3.14,,,,,,204.6321194,7.484,False,B,128107
25,94,21.6,3.14,,,,,,204.6321194,7.484,False,B,128107
25,95,21.6,3.14,,,,,,204.6321194,7.484,False,B,128107
25,97,21.6,3.14,,,,,,204.6321194,7.484,False,B,128107
25,98,21.6,3.14,,,,,,204.6321194,7.484,False,B,128107
25,1,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,2,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,3,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,4,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,5,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,6,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,7,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,8,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,9,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,10,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,11,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,12,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,13,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,14,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,16,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,17,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,18,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,20,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,21,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,22,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,23,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,24,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,25,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,26,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,27,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,28,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,29,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,30,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,31,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,32,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,33,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,34,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,35,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,36,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,37,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,38,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,40,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,41,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,42,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,44,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,46,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,49,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,50,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,52,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,54,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,55,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,56,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,59,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,67,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,71,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,72,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,74,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,79,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,80,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,81,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,82,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,83,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,85,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,87,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,90,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,91,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,92,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,93,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,94,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,95,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,97,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,98,22.94,3.141,,,,,,204.6376731,7.484,False,B,128107
25,1,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,2,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,3,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,4,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,5,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,6,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,7,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,8,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,9,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,10,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,11,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,12,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,13,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,14,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,16,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,17,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,18,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,20,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,21,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,22,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,23,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,24,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,25,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,26,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,27,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,28,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,29,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,30,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,31,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,32,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,33,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,34,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,35,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,36,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,37,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,38,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,40,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,41,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,42,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,44,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,45,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,46,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,49,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,50,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,52,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,54,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,55,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,56,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,59,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,67,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,71,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,72,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,74,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,79,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,80,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,81,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,82,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,83,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,85,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,87,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,90,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,91,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,92,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,93,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,94,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,95,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,97,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,98,25.89,3.179,,,,,,204.6432267,7.484,True,B,128107
25,1,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,2,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,3,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,4,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,5,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,6,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,7,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,8,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,9,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,10,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,11,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,12,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,13,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,14,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,16,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,17,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,18,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,20,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,21,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,22,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,23,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,24,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,25,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,26,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,27,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,28,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,29,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,30,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,31,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,32,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,33,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,34,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,35,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,36,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,37,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,38,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,40,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,41,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,42,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,44,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,46,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,49,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,50,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,52,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,54,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,55,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,56,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,58,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,59,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,67,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,71,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,72,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,74,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,79,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,80,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,81,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,82,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,83,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,85,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,87,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,90,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,91,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,92,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,93,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,95,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,97,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,98,29.0,3.193,,,,,,204.6487803,7.343,False,B,128107
25,1,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,2,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,3,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,4,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,5,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,6,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,7,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,8,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,9,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,10,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,11,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,12,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,13,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,14,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,16,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,17,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,18,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,20,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,21,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,22,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,23,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,24,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,25,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,26,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,27,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,28,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,29,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,30,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,31,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,32,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,33,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,34,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,35,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,36,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,37,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,38,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,40,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,41,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,42,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,44,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,46,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,49,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,50,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,52,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,54,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,55,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,56,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,58,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,59,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,67,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,71,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,72,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,74,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,79,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,80,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,81,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,82,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,83,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,85,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,87,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,90,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,91,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,92,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,93,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,95,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,97,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,98,18.3,3.205,,,,,,204.7026042,7.343,False,B,128107
25,1,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,2,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,3,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,4,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,5,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,6,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,7,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,8,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,9,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,10,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,11,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,12,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,13,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,14,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,16,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,17,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,18,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,20,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,21,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,22,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,23,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,24,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,25,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,26,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,27,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,28,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,29,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,30,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,31,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,32,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,33,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,34,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,35,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,36,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,37,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,38,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,40,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,41,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,42,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,44,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,46,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,49,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,50,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,52,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,54,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,55,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,56,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,58,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,59,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,60,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,67,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,71,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,72,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,74,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,79,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,80,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,81,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,82,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,83,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,85,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,87,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,90,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,91,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,92,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,93,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,95,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,97,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,98,23.21,3.229,,,,,,205.0460497,7.343,False,B,128107
25,1,18.92,3.237,,,,,,205.3894952,7.343,False,B,128107
25,2,18.92,3.237,,,,,,205.3894952,7.343,False,B,128107
25,3,18.92,3.237,,,,,,205.3894952,7.343,False,B,128107
25,4,18.92,3.237,,,,,,205.3894952,7.343,False,B,128107
25,5,18.92,3.237,,,,,,205.3894952,7.343,False,B,128107
25,6,18.92,3.237,,,,,,205.3894952,7.343,False,B,128107
25,7,18.92,3.237,,,,,,205.3894952,7.343,False,B,128107
25,8,18.92,3.237,,,,,,205.3894952,7.343,False,B,128107
25,9,18.92,3.237,,,,,,205.3894952,7.343,False,B,128107
25,10,18.92,3.237,,,,,,205.3894952,7.343,False,B,128107
25,11,18.92,3.237,,,,,,205.3894952,7.343,False,B,128107
25,12,18.92,3.237,,,,,,205.3894952,7.343,False,B,128107
25,13,18.92,3.237,,,,,,205.3894952,7.343,False,B,128107
25,14,18.92,3.237,,,,,,205.3894952,7.343,False,B,128107
25,16,18.92,3.237,,,,,,205.3894952,7.343,False,B,128107
25,17,18.92,3.237,,,,,,205.3894952,7.343,False,B,128107
25,18,18.92,3.237,,,,,,205.3894952,7.343,False,B,128107
25,20,18.92,3.237,,,,,,205.3894952,7.343,False,B,128107
25,21,18.92,3.237,,,,,,205.3894952,7.343,False,B,128107
25,22,18.92,3.237,,,,,,205.3894952,7.343,False,B,128107
25,23,18.92,3.237,,,,,,205.3894952,7.343,False,B,128107
