MarkDown3,CPI,Store,Size,Temperature,Date,MarkDown1,MarkDown2,Fuel_Price,IsHoliday,Unemployment,Dept,Type,MarkDown5,MarkDown4
,133.7361429,19,203819,35.59,2011-03-11,,,3.752,False,7.771,93,A,,
,133.7361429,19,203819,35.59,2011-03-11,,,3.752,False,7.771,94,A,,
,133.7361429,19,203819,35.59,2011-03-11,,,3.752,False,7.771,95,A,,
,133.7361429,19,203819,35.59,2011-03-11,,,3.752,False,7.771,96,A,,
,133.7361429,19,203819,35.59,2011-03-11,,,3.752,False,7.771,97,A,,
,133.7361429,19,203819,35.59,2011-03-11,,,3.752,False,7.771,98,A,,
,133.7361429,19,203819,35.59,2011-03-11,,,3.752,False,7.771,99,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,1,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,2,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,3,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,4,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,5,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,6,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,7,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,8,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,9,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,10,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,11,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,12,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,13,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,14,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,16,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,17,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,18,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,20,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,21,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,22,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,23,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,24,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,25,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,26,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,27,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,28,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,29,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,30,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,31,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,32,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,33,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,34,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,35,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,36,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,37,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,38,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,40,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,41,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,42,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,44,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,46,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,49,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,50,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,52,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,54,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,55,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,56,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,58,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,59,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,60,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,67,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,71,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,72,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,74,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,79,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,80,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,81,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,82,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,83,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,85,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,87,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,90,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,91,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,92,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,93,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,94,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,95,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,96,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,97,A,,
,133.8492258,19,203819,40.32,2011-03-18,,,3.796,False,7.771,98,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,1,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,2,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,3,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,4,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,5,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,6,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,7,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,8,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,9,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,10,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,11,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,12,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,13,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,14,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,16,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,17,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,18,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,19,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,20,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,21,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,22,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,23,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,24,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,25,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,26,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,27,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,28,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,29,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,30,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,31,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,32,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,33,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,34,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,35,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,36,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,37,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,38,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,40,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,41,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,42,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,44,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,46,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,49,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,50,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,52,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,54,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,55,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,56,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,58,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,59,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,60,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,67,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,71,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,72,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,74,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,79,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,80,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,81,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,82,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,83,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,85,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,87,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,90,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,91,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,92,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,93,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,94,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,95,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,96,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,97,A,,
,133.9587419,19,203819,33.26,2011-03-25,,,3.789,False,7.771,98,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,1,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,2,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,3,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,4,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,5,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,6,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,7,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,8,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,9,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,10,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,11,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,12,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,13,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,14,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,16,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,17,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,18,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,20,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,21,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,22,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,23,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,24,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,25,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,26,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,27,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,28,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,29,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,30,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,31,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,32,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,33,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,34,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,35,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,36,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,37,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,38,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,40,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,41,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,42,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,44,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,45,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,46,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,47,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,49,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,50,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,51,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,52,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,54,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,55,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,56,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,58,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,59,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,60,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,67,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,71,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,72,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,74,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,79,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,80,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,81,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,82,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,83,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,85,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,87,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,90,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,91,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,92,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,93,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,94,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,95,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,96,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,97,A,,
,134.0682581,19,203819,30.68,2011-04-01,,,3.811,False,7.658,98,A,,
,134.1777742,19,203819,41.26,2011-04-08,,,3.895,False,7.658,1,A,,
,134.1777742,19,203819,41.26,2011-04-08,,,3.895,False,7.658,2,A,,
,134.1777742,19,203819,41.26,2011-04-08,,,3.895,False,7.658,3,A,,
,134.1777742,19,203819,41.26,2011-04-08,,,3.895,False,7.658,4,A,,
,134.1777742,19,203819,41.26,2011-04-08,,,3.895,False,7.658,5,A,,
,134.1777742,19,203819,41.26,2011-04-08,,,3.895,False,7.658,6,A,,
,134.1777742,19,203819,41.26,2011-04-08,,,3.895,False,7.658,7,A,,
,134.1777742,19,203819,41.26,2011-04-08,,,3.895,False,7.658,8,A,,
,134.1777742,19,203819,41.26,2011-04-08,,,3.895,False,7.658,9,A,,
,134.1777742,19,203819,41.26,2011-04-08,,,3.895,False,7.658,10,A,,
,134.1777742,19,203819,41.26,2011-04-08,,,3.895,False,7.658,11,A,,
,134.1777742,19,203819,41.26,2011-04-08,,,3.895,False,7.658,12,A,,
