Fuel_Price,CPI,Dept,MarkDown2,Date,Temperature,Type,IsHoliday,MarkDown4,MarkDown3,MarkDown1,MarkDown5,Unemployment,Size,Store
3.988,134.4357333,9,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,10,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,11,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,12,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,13,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,14,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,16,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,17,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,18,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,19,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,20,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,21,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,22,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,23,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,24,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,25,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,26,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,27,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,28,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,29,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,30,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,31,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,32,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,33,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,34,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,35,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,36,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,38,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,40,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,41,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,42,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,44,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,45,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,46,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,49,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,50,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,51,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,52,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,54,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,55,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,56,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,58,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,59,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,60,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,67,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,71,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,72,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,74,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,79,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,80,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,81,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,82,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,83,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,85,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,87,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,90,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,91,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,92,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,93,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,95,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,96,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
3.988,134.4357333,97,,2011-04-29,54.2,B,False,,,,,4.781,114533,23
4.078,134.5143667,1,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,2,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,3,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,4,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,5,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,6,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,7,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,8,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,9,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,10,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,11,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,12,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,13,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,14,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,16,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,17,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,18,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,19,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,20,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,21,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,22,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,23,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,24,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,25,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,26,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,27,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,28,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,29,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,30,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,31,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,32,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,33,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,34,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,35,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,36,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,38,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,40,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,41,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,42,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,44,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,45,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,46,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,49,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,50,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,51,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,52,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,54,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,55,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,56,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,58,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,59,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,60,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,67,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,71,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,72,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,74,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,79,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,80,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,81,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,82,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,83,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,85,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,87,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,90,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,91,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,92,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,93,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,94,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,95,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,96,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,97,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.078,134.5143667,98,,2011-05-06,50.07,B,False,,,,,4.781,114533,23
4.095,134.593,1,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,2,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,3,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,4,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,5,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,6,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,7,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,8,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,9,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,10,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,11,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,12,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,13,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,14,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,16,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,17,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,18,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,19,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,20,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,21,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,22,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,23,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,24,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,25,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,26,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,27,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,28,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,29,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,30,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,31,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,32,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,33,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,34,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,35,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,36,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,38,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,40,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,41,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,42,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,44,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,45,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,46,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,47,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,49,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,50,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,51,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,52,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,54,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,55,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,56,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,58,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,59,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,60,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,67,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,71,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,72,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,74,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,79,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,80,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,81,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,82,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,83,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,85,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,87,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,90,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,91,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,92,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,93,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,94,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,95,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,96,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,97,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.095,134.593,98,,2011-05-13,55.12,B,False,,,,,4.781,114533,23
4.101,134.6803871,1,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,2,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,3,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,4,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,5,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,6,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,7,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,8,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,9,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,10,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,11,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,12,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,13,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,14,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,16,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,17,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,18,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,19,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,20,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,21,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,22,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,23,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,24,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,25,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,26,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,27,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,28,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,29,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,30,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,31,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,32,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,33,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,34,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,35,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,36,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,38,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,40,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,41,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,42,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,44,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,45,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,46,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,49,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,50,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,51,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,52,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,54,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,55,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,56,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,58,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,59,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,60,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,67,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,71,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,72,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,74,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,79,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,80,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,81,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,82,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,83,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,85,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,87,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,90,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,91,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,92,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,93,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,95,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,96,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.101,134.6803871,97,,2011-05-20,56.67,B,False,,,,,4.781,114533,23
4.034,134.7677742,1,,2011-05-27,63.27,B,False,,,,,4.781,114533,23
4.034,134.7677742,2,,2011-05-27,63.27,B,False,,,,,4.781,114533,23
4.034,134.7677742,3,,2011-05-27,63.27,B,False,,,,,4.781,114533,23
4.034,134.7677742,4,,2011-05-27,63.27,B,False,,,,,4.781,114533,23
4.034,134.7677742,5,,2011-05-27,63.27,B,False,,,,,4.781,114533,23
