MarkDown5,Dept,CPI,Size,MarkDown1,MarkDown3,IsHoliday,Temperature,Unemployment,Type,Store,MarkDown4,MarkDown2,Date,Fuel_Price
,82,190.0990028,57197,,,False,67.42,6.868,B,16,,,2010-08-06,2.69
,85,190.0990028,57197,,,False,67.42,6.868,B,16,,,2010-08-06,2.69
,87,190.0990028,57197,,,False,67.42,6.868,B,16,,,2010-08-06,2.69
,90,190.0990028,57197,,,False,67.42,6.868,B,16,,,2010-08-06,2.69
,91,190.0990028,57197,,,False,67.42,6.868,B,16,,,2010-08-06,2.69
,92,190.0990028,57197,,,False,67.42,6.868,B,16,,,2010-08-06,2.69
,94,190.0990028,57197,,,False,67.42,6.868,B,16,,,2010-08-06,2.69
,95,190.0990028,57197,,,False,67.42,6.868,B,16,,,2010-08-06,2.69
,96,190.0990028,57197,,,False,67.42,6.868,B,16,,,2010-08-06,2.69
,97,190.0990028,57197,,,False,67.42,6.868,B,16,,,2010-08-06,2.69
,1,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,2,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,3,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,4,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,5,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,6,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,7,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,8,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,9,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,10,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,11,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,12,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,13,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,14,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,16,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,17,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,19,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,20,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,21,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,22,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,23,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,24,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,25,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,26,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,27,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,28,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,29,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,30,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,31,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,32,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,33,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,34,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,35,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,36,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,38,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,40,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,41,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,42,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,44,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,45,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,46,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,51,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,52,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,54,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,55,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,56,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,59,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,67,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,71,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,72,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,74,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,79,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,80,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,81,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,82,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,85,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,87,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,90,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,91,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,92,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,94,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,95,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,96,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,97,190.2611552,57197,,,False,63.91,6.868,B,16,,,2010-08-13,2.723
,1,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,2,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,3,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,4,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,5,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,6,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,7,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,8,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,9,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,10,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,11,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,12,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,13,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,14,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,16,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,17,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,19,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,20,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,21,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,22,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,23,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,24,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,25,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,26,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,27,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,28,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,29,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,30,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,31,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,32,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,33,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,34,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,35,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,36,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,38,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,40,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,41,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,42,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,44,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,45,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,46,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,51,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,52,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,54,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,55,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,56,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,59,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,67,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,71,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,72,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,74,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,79,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,80,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,81,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,82,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,85,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,87,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,90,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,91,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,92,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,95,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,96,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,97,190.2948237,57197,,,False,63.59,6.868,B,16,,,2010-08-20,2.732
,1,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,2,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,3,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,4,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,5,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,6,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,7,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,8,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,9,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,10,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,11,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,12,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,13,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,14,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,16,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,17,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,19,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,20,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,21,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,22,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,23,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,24,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,25,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,26,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,27,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,28,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,29,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,30,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,31,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,32,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,33,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,34,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,35,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,36,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,38,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,40,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,41,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,42,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,44,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,46,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,52,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,54,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,55,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,56,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,59,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,67,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,71,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,72,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,74,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,79,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,80,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,81,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,82,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,85,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,87,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,90,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
