MarkDown5,IsHoliday,MarkDown3,MarkDown4,MarkDown1,Temperature,MarkDown2,Unemployment,Date,Size,Store,CPI,Dept,Fuel_Price,Type
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,10,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,11,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,12,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,13,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,14,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,16,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,17,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,18,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,20,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,21,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,25,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,26,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,38,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,40,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,42,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,46,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,52,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,55,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,56,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,59,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,60,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,67,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,74,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,79,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,80,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,81,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,82,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,83,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,87,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,90,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,91,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,92,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,93,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,94,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,95,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,96,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,97,3.287,A
,False,,,,46.25,,8.951,2011-01-07,39690,33,127.1917742,98,3.287,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,1,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,2,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,3,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,4,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,5,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,7,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,8,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,10,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,11,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,12,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,13,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,14,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,16,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,17,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,18,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,20,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,21,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,25,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,26,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,38,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,40,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,42,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,44,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,46,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,52,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,55,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,56,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,59,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,60,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,67,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,74,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,79,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,80,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,81,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,82,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,83,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,87,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,90,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,91,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,92,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,93,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,94,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,95,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,96,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,97,3.312,A
,False,,,,53.63,,8.951,2011-01-14,39690,33,127.3009355,98,3.312,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,1,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,2,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,3,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,4,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,5,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,6,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,7,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,8,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,10,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,11,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,12,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,13,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,14,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,16,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,17,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,18,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,20,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,21,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,25,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,26,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,38,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,40,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,42,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,46,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,52,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,55,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,59,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,60,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,67,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,74,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,79,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,80,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,81,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,82,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,83,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,87,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,90,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,91,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,92,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,93,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,94,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,95,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,96,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,97,3.336,A
,False,,,,59.46,,8.951,2011-01-21,39690,33,127.4404839,98,3.336,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,1,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,2,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,3,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,4,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,5,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,7,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,8,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,9,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,10,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,11,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,12,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,13,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,14,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,16,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,17,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,18,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,20,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,21,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,25,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,26,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,38,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,40,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,42,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,46,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,55,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,59,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,60,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,67,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,74,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,79,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,80,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,81,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,82,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,83,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,87,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,90,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,91,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,92,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,93,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,94,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,95,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,96,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,97,3.231,A
,False,,,,56.62,,8.951,2011-01-28,39690,33,127.5800323,98,3.231,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,1,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,2,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,3,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,4,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,5,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,7,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,8,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,9,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,10,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,11,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,12,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,13,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,14,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,16,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,17,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,18,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,20,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,21,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,25,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,26,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,38,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,40,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,42,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,46,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,52,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,55,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,59,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,60,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,67,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,74,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,79,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,80,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,81,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,82,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,83,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,87,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,90,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,91,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,92,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,93,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,94,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,95,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,96,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,97,3.348,A
,False,,,,49.26,,8.951,2011-02-04,39690,33,127.7195806,98,3.348,A
,True,,,,53.35,,8.951,2011-02-11,39690,33,127.859129,1,3.381,A
,True,,,,53.35,,8.951,2011-02-11,39690,33,127.859129,2,3.381,A
,True,,,,53.35,,8.951,2011-02-11,39690,33,127.859129,3,3.381,A
,True,,,,53.35,,8.951,2011-02-11,39690,33,127.859129,4,3.381,A
,True,,,,53.35,,8.951,2011-02-11,39690,33,127.859129,5,3.381,A
,True,,,,53.35,,8.951,2011-02-11,39690,33,127.859129,7,3.381,A
,True,,,,53.35,,8.951,2011-02-11,39690,33,127.859129,8,3.381,A
,True,,,,53.35,,8.951,2011-02-11,39690,33,127.859129,10,3.381,A
,True,,,,53.35,,8.951,2011-02-11,39690,33,127.859129,11,3.381,A
,True,,,,53.35,,8.951,2011-02-11,39690,33,127.859129,12,3.381,A
,True,,,,53.35,,8.951,2011-02-11,39690,33,127.859129,13,3.381,A
,True,,,,53.35,,8.951,2011-02-11,39690,33,127.859129,14,3.381,A
,True,,,,53.35,,8.951,2011-02-11,39690,33,127.859129,16,3.381,A
,True,,,,53.35,,8.951,2011-02-11,39690,33,127.859129,17,3.381,A
,True,,,,53.35,,8.951,2011-02-11,39690,33,127.859129,18,3.381,A
,True,,,,53.35,,8.951,2011-02-11,39690,33,127.859129,20,3.381,A
,True,,,,53.35,,8.951,2011-02-11,39690,33,127.859129,21,3.381,A
,True,,,,53.35,,8.951,2011-02-11,39690,33,127.859129,22,3.381,A
,True,,,,53.35,,8.951,2011-02-11,39690,33,127.859129,25,3.381,A
,True,,,,53.35,,8.951,2011-02-11,39690,33,127.859129,26,3.381,A
,True,,,,53.35,,8.951,2011-02-11,39690,33,127.859129,38,3.381,A
,True,,,,53.35,,8.951,2011-02-11,39690,33,127.859129,40,3.381,A
,True,,,,53.35,,8.951,2011-02-11,39690,33,127.859129,42,3.381,A
,True,,,,53.35,,8.951,2011-02-11,39690,33,127.859129,46,3.381,A
,True,,,,53.35,,8.951,2011-02-11,39690,33,127.859129,52,3.381,A
,True,,,,53.35,,8.951,2011-02-11,39690,33,127.859129,55,3.381,A
,True,,,,53.35,,8.951,2011-02-11,39690,33,127.859129,59,3.381,A
,True,,,,53.35,,8.951,2011-02-11,39690,33,127.859129,60,3.381,A
,True,,,,53.35,,8.951,2011-02-11,39690,33,127.859129,67,3.381,A
,True,,,,53.35,,8.951,2011-02-11,39690,33,127.859129,74,3.381,A
,True,,,,53.35,,8.951,2011-02-11,39690,33,127.859129,79,3.381,A
,True,,,,53.35,,8.951,2011-02-11,39690,33,127.859129,80,3.381,A
,True,,,,53.35,,8.951,2011-02-11,39690,33,127.859129,81,3.381,A
