MarkDown1,MarkDown4,Type,IsHoliday,MarkDown2,Temperature,Dept,MarkDown5,Date,MarkDown3,Store,CPI,Unemployment,Size,Fuel_Price
,,B,False,,36.94,79,,2010-04-02,,17,126.6034839,6.635,93188,2.842
,,B,False,,36.94,80,,2010-04-02,,17,126.6034839,6.635,93188,2.842
,,B,False,,36.94,81,,2010-04-02,,17,126.6034839,6.635,93188,2.842
,,B,False,,36.94,82,,2010-04-02,,17,126.6034839,6.635,93188,2.842
,,B,False,,36.94,83,,2010-04-02,,17,126.6034839,6.635,93188,2.842
,,B,False,,36.94,85,,2010-04-02,,17,126.6034839,6.635,93188,2.842
,,B,False,,36.94,87,,2010-04-02,,17,126.6034839,6.635,93188,2.842
,,B,False,,36.94,90,,2010-04-02,,17,126.6034839,6.635,93188,2.842
,,B,False,,36.94,91,,2010-04-02,,17,126.6034839,6.635,93188,2.842
,,B,False,,36.94,92,,2010-04-02,,17,126.6034839,6.635,93188,2.842
,,B,False,,36.94,93,,2010-04-02,,17,126.6034839,6.635,93188,2.842
,,B,False,,36.94,95,,2010-04-02,,17,126.6034839,6.635,93188,2.842
,,B,False,,36.94,97,,2010-04-02,,17,126.6034839,6.635,93188,2.842
,,B,False,,36.94,98,,2010-04-02,,17,126.6034839,6.635,93188,2.842
,,B,False,,34.05,1,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,2,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,3,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,4,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,5,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,6,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,7,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,8,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,9,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,10,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,11,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,12,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,13,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,14,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,16,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,17,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,18,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,19,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,20,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,21,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,22,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,23,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,24,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,25,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,26,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,27,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,28,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,29,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,30,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,31,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,32,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,33,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,34,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,35,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,36,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,38,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,40,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,41,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,42,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,44,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,45,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,46,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,48,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,51,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,52,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,54,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,55,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,56,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,58,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,59,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,60,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,67,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,71,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,72,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,74,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,79,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,80,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,81,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,82,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,83,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,85,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,87,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,90,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,91,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,92,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,93,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,95,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,97,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,34.05,98,,2010-04-09,,17,126.6019032,6.635,93188,2.877
,,B,False,,45.22,1,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,2,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,3,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,4,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,5,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,6,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,7,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,8,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,9,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,10,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,11,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,12,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,13,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,14,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,16,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,17,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,18,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,19,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,20,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,21,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,22,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,23,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,24,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,25,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,26,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,27,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,28,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,29,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,30,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,31,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,32,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,33,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,34,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,35,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,36,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,38,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,40,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,41,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,42,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,44,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,46,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,48,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,51,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,52,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,54,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,55,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,56,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,58,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,59,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,60,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,67,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,71,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,72,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,74,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,79,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,80,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,81,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,82,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,83,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,85,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,87,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,90,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,91,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,92,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,93,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,95,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,97,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,45.22,98,,2010-04-16,,17,126.5621,6.635,93188,2.915
,,B,False,,52.25,1,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,2,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,3,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,4,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,5,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,6,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,7,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,8,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,9,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,10,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,11,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,12,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,13,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,14,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,16,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,17,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,19,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,20,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,21,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,22,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,23,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,24,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,25,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,26,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,27,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,28,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,29,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,30,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,31,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,32,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,33,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,34,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,35,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,36,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,38,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,40,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,41,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,42,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,44,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,45,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,46,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,47,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,48,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,52,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,54,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,55,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,56,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,58,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,59,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,60,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,67,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,71,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,72,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,74,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,79,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,80,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,81,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,82,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,83,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,85,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,87,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,90,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,91,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,92,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,93,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,94,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,95,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,97,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,52.25,98,,2010-04-23,,17,126.4713333,6.635,93188,2.936
,,B,False,,43.82,1,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,2,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,3,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,4,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,5,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,6,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,7,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,8,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,9,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,10,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,11,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,12,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,13,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,14,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,16,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,17,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,19,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,20,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,21,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,22,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,23,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,24,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,25,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,26,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,27,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,28,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,29,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,30,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,31,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,32,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,33,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,34,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,35,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,36,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,38,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,40,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,42,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,44,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,45,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,46,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,48,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,52,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,54,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,55,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,56,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,58,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,59,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,60,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,67,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,71,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,72,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,74,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,79,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,80,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,81,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,82,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,83,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,85,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,87,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,90,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,91,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,92,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,93,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,95,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,43.82,97,,2010-04-30,,17,126.3805667,6.635,93188,2.941
,,B,False,,40.26,1,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,2,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,3,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,4,,2010-05-07,,17,126.2898,6.635,93188,2.948
