MarkDown4,Temperature,MarkDown2,Store,Dept,Unemployment,MarkDown5,CPI,Size,IsHoliday,Fuel_Price,MarkDown3,Type,MarkDown1,Date
,84.76,,5,8,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,9,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,10,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,11,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,12,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,13,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,14,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,16,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,17,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,20,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,21,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,22,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,23,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,24,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,25,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,26,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,27,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,28,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,29,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,30,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,31,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,32,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,33,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,34,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,35,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,36,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,38,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,40,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,41,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,42,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,44,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,45,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,46,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,47,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,52,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,54,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,55,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,56,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,58,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,59,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,60,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,67,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,71,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,72,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,74,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,79,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,81,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,82,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,85,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,87,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,90,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,91,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,92,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,94,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,95,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,96,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,84.76,,5,97,6.489,,215.6539583,34875,False,3.594,,B,,2011-06-24
,85.81,,5,1,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,2,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,3,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,4,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,5,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,6,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,7,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,8,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,9,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,10,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,11,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,12,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,13,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,14,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,16,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,17,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,20,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,21,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,22,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,23,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,24,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,25,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,26,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,27,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,28,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,29,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,30,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,31,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,32,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,33,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,34,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,35,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,36,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,38,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,40,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,41,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,42,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,44,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,45,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,46,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,52,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,54,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,55,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,56,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,58,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,59,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,60,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,67,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,71,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,72,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,74,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,79,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,81,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,82,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,85,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,87,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,90,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,91,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,92,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,94,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,95,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,96,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,85.81,,5,97,6.529,,215.7474537,34875,False,3.524,,B,,2011-07-01
,86.64,,5,1,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,2,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,3,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,4,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,5,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,6,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,7,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,8,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,9,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,10,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,11,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,12,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,13,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,14,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,16,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,17,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,20,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,21,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,22,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,23,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,24,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,25,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,26,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,27,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,28,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,29,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,30,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,31,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,32,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,33,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,34,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,35,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,36,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,38,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,40,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,41,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,42,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,44,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,45,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,46,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,52,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,54,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,55,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,56,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,58,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,59,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,60,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,67,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,71,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,72,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,74,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,79,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,81,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,82,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,85,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,87,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,90,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,91,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,92,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,95,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,96,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,86.64,,5,97,6.529,,215.8409491,34875,False,3.48,,B,,2011-07-08
,88.64,,5,1,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,2,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,3,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,4,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,5,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,6,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,7,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,8,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,9,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,10,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,11,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,12,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,13,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,14,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,16,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,17,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,20,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,21,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,22,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,23,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,24,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,25,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,26,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,27,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,28,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,29,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,30,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,31,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,32,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,33,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,34,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,35,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,36,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,38,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,40,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,41,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,42,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,44,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,45,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,46,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,52,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,54,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,55,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,56,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,58,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,59,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,60,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,67,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,71,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,72,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,74,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,79,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,81,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,82,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,85,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,87,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,90,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,91,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,92,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,95,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,96,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,88.64,,5,97,6.529,,215.9250696,34875,False,3.575,,B,,2011-07-15
,86.97,,5,1,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,2,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,3,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,4,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,5,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,6,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,7,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,8,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,9,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,10,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,11,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,12,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,13,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,14,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,16,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,17,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,20,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,21,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,22,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,23,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,24,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,25,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,26,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,27,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,28,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,29,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
