Store,Dept,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,Unemployment,IsHoliday,Type,Size
30,74,2010-02-05,39.05,2.572,,,,,,8.324,False,C,42988
30,79,2010-02-05,39.05,2.572,,,,,,8.324,False,C,42988
30,80,2010-02-05,39.05,2.572,,,,,,8.324,False,C,42988
30,81,2010-02-05,39.05,2.572,,,,,,8.324,False,C,42988
30,82,2010-02-05,39.05,2.572,,,,,,8.324,False,C,42988
30,83,2010-02-05,39.05,2.572,,,,,,8.324,False,C,42988
30,85,2010-02-05,39.05,2.572,,,,,,8.324,False,C,42988
30,87,2010-02-05,39.05,2.572,,,,,,8.324,False,C,42988
30,90,2010-02-05,39.05,2.572,,,,,,8.324,False,C,42988
30,91,2010-02-05,39.05,2.572,,,,,,8.324,False,C,42988
30,92,2010-02-05,39.05,2.572,,,,,,8.324,False,C,42988
30,93,2010-02-05,39.05,2.572,,,,,,8.324,False,C,42988
30,94,2010-02-05,39.05,2.572,,,,,,8.324,False,C,42988
30,95,2010-02-05,39.05,2.572,,,,,,8.324,False,C,42988
30,96,2010-02-05,39.05,2.572,,,,,,8.324,False,C,42988
30,97,2010-02-05,39.05,2.572,,,,,,8.324,False,C,42988
30,98,2010-02-05,39.05,2.572,,,,,,8.324,False,C,42988
30,99,2010-02-05,39.05,2.572,,,,,,8.324,False,C,42988
30,1,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,2,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,3,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,4,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,5,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,6,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,7,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,8,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,9,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,10,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,11,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,12,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,13,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,14,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,16,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,17,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,18,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,21,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,25,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,28,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,31,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,38,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,40,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,41,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,42,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,44,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,46,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,52,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,59,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,60,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,67,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,72,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,74,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,79,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,80,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,81,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,82,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,83,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,85,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,87,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,90,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,91,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,92,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,93,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,94,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,95,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,96,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,97,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,98,2010-02-12,37.77,2.548,,,,,,8.324,True,C,42988
30,1,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,2,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,3,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,4,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,5,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,6,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,7,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,8,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,9,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,10,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,11,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,12,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,13,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,14,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,16,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,17,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,18,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,21,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,25,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,28,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,32,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,38,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,40,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,42,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,44,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,46,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,52,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,55,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,59,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,60,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,67,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,72,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,74,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,79,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,80,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,81,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,82,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,83,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,85,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,87,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,90,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,91,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,92,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,93,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,94,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,95,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,96,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,97,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,98,2010-02-19,39.75,2.514,,,,,,8.324,False,C,42988
30,1,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,2,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,3,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,4,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,5,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,6,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,7,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,8,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,9,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,10,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,11,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,12,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,13,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,14,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,16,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,17,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,18,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,21,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,24,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,25,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,28,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,31,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,32,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,38,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,40,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,41,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,42,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,44,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,46,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,52,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,56,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,59,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,60,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,67,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,72,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,74,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,79,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,80,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,81,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,82,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,83,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,85,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,87,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,90,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,91,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,92,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,93,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,94,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,95,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,96,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,97,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,98,2010-02-26,45.31,2.561,,,,,,8.324,False,C,42988
30,1,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,2,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,3,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,4,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,5,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,6,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,7,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,8,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,9,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,10,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,11,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,12,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,13,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,14,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,16,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,17,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,18,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,21,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,25,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,28,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,31,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,32,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,38,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,40,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,41,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,42,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,44,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,46,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,52,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,59,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,60,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,67,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,72,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,74,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,79,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,80,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,81,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,82,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,83,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,85,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,87,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,90,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,91,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,92,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,93,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,94,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,95,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,96,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,97,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,98,2010-03-05,48.61,2.625,,,,,,8.324,False,C,42988
30,1,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,2,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,3,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,4,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,5,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,6,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,7,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,8,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,9,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,10,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,11,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,12,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,13,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,14,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,16,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,17,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,18,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,21,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,24,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,25,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,28,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,31,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,38,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,40,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,41,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,42,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,44,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,46,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,52,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,56,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,59,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,60,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,67,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,72,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,74,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,79,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,80,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,81,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,82,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,83,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,85,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,87,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,90,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,91,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,92,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,93,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,94,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,95,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,96,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,97,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,98,2010-03-12,57.1,2.667,,,,,,8.324,False,C,42988
30,1,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,2,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,3,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,4,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,5,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,6,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,7,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,8,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,9,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,10,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,11,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,12,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,13,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,14,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,16,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,17,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,18,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,21,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,25,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,28,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,31,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,32,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,38,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,40,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,42,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,44,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,46,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,52,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,55,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,59,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,60,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,67,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,72,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,74,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,79,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,80,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,81,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,82,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,83,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,85,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,87,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,90,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,91,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,92,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,93,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,94,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,95,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,96,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,97,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,98,2010-03-19,54.68,2.72,,,,,,8.324,False,C,42988
30,1,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,2,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,3,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,4,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,5,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,6,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,7,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,8,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,9,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,10,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,11,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,12,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,13,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,14,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,16,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,17,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,18,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,21,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,23,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,25,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,28,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,31,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,32,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,38,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,40,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,42,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,46,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,52,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,56,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,59,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,60,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,67,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,72,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,74,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,79,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,80,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,81,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,82,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,83,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,85,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,87,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,90,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,91,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,92,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,93,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,94,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
30,95,2010-03-26,51.66,2.732,,,,,,8.324,False,C,42988
